Employee Number,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
3038,23,Married,Female,3,Technical Degree,4,43,Let it Ride,1,88,10,9,1549,2929,3595,No,73283,146566,146566,7,26,36316,4,2,5,7,3,4,1,Yes
3039,42,Married,Female,2,Technical Degree,4,7,Let it Ride,3,37,2,9,1722,2569,4631,No,55273,169299,276365,0,26,32899,7,15,12,1,5,1,4,Yes
3040,24,Married,Female,1,Technical Degree,2,8,Let it Ride,4,54,1,7,1563,1722,5996,No,52156,144797,260780,6,22,44103,1,10,11,1,2,2,1,Yes
3041,48,Married,Female,2,Technical Degree,1,4,Let it Ride,3,41,10,6,1970,2326,4325,No,46749,146059,233745,1,20,78899,3,16,5,1,0,2,4,Yes
3042,65,Married,Female,3,Technical Degree,3,32,Let it Ride,4,68,8,2,2338,2418,4955,No,75818,151205,379090,3,6,47342,10,22,8,1,4,1,4,Yes
3043,46,Married,Female,4,Technical Degree,2,9,Let it Ride,3,42,2,9,2129,2801,3601,No,53055,150599,265275,4,19,65768,9,14,0,0,5,2,1,Yes
3044,35,Married,Female,1,Technical Degree,4,24,Let it Ride,3,27,1,3,1998,1527,4932,No,40333,150753,201665,7,21,67509,8,13,2,4,0,4,1,Yes
3045,37,Married,Female,2,Technical Degree,2,12,Let it Ride,4,51,6,6,1888,2497,4634,No,75654,161182,378270,2,8,64948,3,17,3,2,2,4,2,Yes
3046,26,Married,Female,4,Technical Degree,5,42,Let it Ride,4,86,9,9,2111,2466,4894,No,77153,145379,385765,7,26,42260,4,23,9,0,8,3,1,Yes
3047,50,Married,Female,2,Technical Degree,4,43,Let it Ride,3,100,7,0,2228,2430,5240,No,56936,153004,284680,2,9,56274,2,18,14,0,9,4,1,Yes
3048,57,Married,Female,2,Technical Degree,3,30,Let it Ride,3,37,8,7,2540,2164,3447,No,64197,161944,320985,6,19,67763,7,17,14,3,6,1,3,Yes
3049,54,Married,Female,1,Technical Degree,2,33,Let it Ride,1,96,1,4,2491,2894,4306,No,69468,138936,138936,2,15,57534,4,2,0,4,8,4,2,Yes
3050,37,Married,Female,1,Technical Degree,1,18,Let it Ride,4,45,2,1,2379,2035,3542,No,71262,160276,356310,4,24,35842,10,8,0,8,8,3,2,Yes
3051,23,Married,Female,2,Technical Degree,3,6,Let it Ride,3,88,10,8,1242,1005,5013,No,49803,144980,249015,4,20,29946,4,5,15,4,3,2,4,Yes
3052,44,Married,Female,2,Technical Degree,1,36,Let it Ride,3,35,5,5,1714,2882,5033,No,78052,162236,390260,4,2,59290,1,22,6,4,1,3,2,Yes
3053,64,Married,Female,4,Technical Degree,5,24,Let it Ride,1,43,9,6,1264,2327,4217,No,49400,155133,197600,3,22,69949,2,4,14,9,6,1,1,Yes
3054,45,Married,Female,2,Technical Degree,1,40,Let it Ride,1,62,6,4,2665,1360,4631,No,42945,146651,214725,7,14,75905,3,6,8,1,8,3,3,Yes
3055,39,Married,Female,3,Technical Degree,5,36,Let it Ride,1,90,7,8,2266,2301,6127,No,79816,160327,399080,4,11,60027,6,15,10,3,3,1,1,Yes
3056,39,Married,Female,4,Technical Degree,5,8,Let it Ride,2,68,3,10,2402,2715,5729,No,40028,158457,200140,1,3,48854,6,18,12,10,0,1,4,Yes
3057,49,Married,Female,3,Technical Degree,5,24,Let it Ride,2,63,3,5,2221,1362,4889,No,73347,156533,220041,1,0,80004,1,3,3,9,3,2,2,Yes
3058,24,Married,Female,3,Technical Degree,1,2,Let it Ride,2,90,1,7,1072,1072,4697,No,69405,142309,347025,3,8,79823,4,17,13,8,5,3,1,Yes
3059,39,Married,Female,1,Technical Degree,4,19,Let it Ride,3,100,6,3,1114,1652,4562,No,63871,150267,319355,0,24,79510,5,7,3,5,4,2,3,Yes
3060,24,Married,Female,2,Technical Degree,3,39,Let it Ride,3,82,4,4,2691,2189,3954,No,59363,144567,296815,3,9,29452,8,25,4,6,8,1,1,Yes
3061,40,Married,Female,1,Technical Degree,3,9,Let it Ride,2,67,7,8,2295,2966,4523,No,77313,168733,386565,2,2,28300,10,21,0,7,0,4,4,Yes
3062,58,Married,Female,3,Technical Degree,2,43,Let it Ride,2,25,10,0,1807,2813,5397,No,60147,139647,300735,6,4,42040,10,16,13,1,8,1,3,Yes
3063,60,Married,Female,3,Technical Degree,1,41,Let it Ride,4,52,6,7,1502,2483,3489,No,41405,141750,207025,6,24,51049,7,10,3,2,1,3,4,Yes
3064,64,Married,Female,3,Technical Degree,5,43,Let it Ride,3,41,3,7,1109,2630,5624,No,62287,124574,124574,6,8,61617,1,2,11,1,6,4,1,Yes
3065,51,Married,Female,4,Technical Degree,2,35,Let it Ride,3,30,9,6,2862,1998,6035,No,57480,162352,287400,6,23,43041,9,5,0,1,1,2,1,Yes
3066,49,Married,Female,3,Technical Degree,2,28,Let it Ride,4,40,2,1,2108,2702,4946,No,49890,141851,249450,6,5,53183,2,25,14,3,4,2,1,Yes
3067,28,Married,Female,2,Technical Degree,3,22,Let it Ride,1,81,4,9,2310,2524,4984,No,63692,165578,318460,4,6,71589,2,15,9,5,4,2,4,Yes
3068,56,Married,Female,2,Technical Degree,3,9,Let it Ride,4,63,9,6,1622,2896,4240,No,63693,163738,318465,2,20,44606,8,6,9,9,2,1,1,Yes
3069,41,Married,Female,3,Technical Degree,5,15,Let it Ride,2,35,10,8,2296,1762,4686,No,40470,164384,202350,3,25,41706,10,10,10,1,3,3,1,Yes
3070,50,Married,Female,4,Technical Degree,3,17,Let it Ride,3,68,8,10,2266,2962,4401,No,63741,169149,318705,6,13,72383,5,10,9,9,6,1,2,Yes
3071,42,Married,Female,2,Technical Degree,5,35,Let it Ride,3,40,3,6,2197,1760,4281,No,78438,141223,392190,5,5,26637,4,6,8,5,1,1,2,Yes
3072,39,Married,Female,2,Technical Degree,4,15,Let it Ride,4,60,8,10,2711,1919,3743,No,53045,160511,265225,5,13,69444,6,23,8,6,1,1,4,Yes
3073,56,Married,Female,2,Technical Degree,5,30,Let it Ride,4,84,3,6,2021,2982,4655,No,73344,169375,220032,0,16,35372,10,3,11,9,3,4,2,Yes
3074,24,Married,Female,1,Technical Degree,4,37,Let it Ride,2,80,3,4,1437,1997,3552,No,51474,165505,257370,1,21,80245,4,9,8,3,6,2,1,Yes
3075,63,Married,Female,2,Technical Degree,4,39,Let it Ride,1,59,9,8,1430,1544,4592,No,64212,147545,321060,6,11,78636,6,16,4,7,7,2,4,Yes
3076,30,Married,Female,1,Technical Degree,2,14,Let it Ride,3,46,5,9,2112,2656,5468,No,49980,138345,249900,6,19,57813,9,10,0,8,2,1,3,Yes
3077,42,Married,Female,3,Technical Degree,3,14,Let it Ride,4,52,8,9,2553,1337,3912,No,51516,158285,257580,3,6,56630,6,15,8,4,8,1,3,Yes
3078,40,Married,Female,3,Technical Degree,5,16,Let it Ride,1,58,1,10,1677,1984,3870,No,47176,154915,235880,4,12,77292,1,21,1,2,1,4,1,Yes
3079,40,Married,Female,2,Technical Degree,5,7,Let it Ride,2,98,4,6,2497,2165,4774,No,54664,140093,163992,5,6,48385,2,3,7,1,1,3,4,Yes
3080,28,Married,Female,3,Technical Degree,2,50,Let it Ride,3,41,2,3,1217,1843,4570,No,48993,162281,244965,0,20,59478,3,26,15,7,8,2,3,Yes
3081,29,Married,Female,4,Technical Degree,3,3,Let it Ride,2,35,4,0,1107,1835,3153,No,70226,167136,351130,1,24,41584,3,26,7,3,8,4,4,Yes
3082,25,Married,Female,1,Technical Degree,5,19,Let it Ride,4,78,8,1,1948,1447,3841,No,59268,167688,296340,3,22,43670,4,17,13,7,5,1,2,Yes
3083,40,Married,Female,4,Technical Degree,5,27,Let it Ride,3,94,5,4,2853,1715,4098,No,75556,162974,377780,3,5,44516,7,25,1,9,1,1,1,Yes
3084,26,Married,Female,3,Technical Degree,5,35,Let it Ride,2,43,10,10,1213,1307,3917,No,51145,147200,255725,7,16,47382,6,16,7,5,3,2,1,Yes
3085,42,Married,Female,4,Technical Degree,5,38,Let it Ride,1,98,6,7,2023,2255,5599,No,72070,166588,360350,7,15,55507,7,12,7,7,9,3,4,Yes
3086,46,Married,Female,4,Technical Degree,1,40,Let it Ride,1,49,1,5,2277,2101,5112,No,44340,154374,221700,1,14,64133,2,22,8,0,10,3,4,Yes
3087,43,Married,Female,1,Technical Degree,2,30,Let it Ride,3,64,3,8,1819,1523,4265,No,58655,149523,293275,2,11,49316,5,20,13,1,2,3,4,Yes
3088,53,Married,Female,2,Technical Degree,4,15,Let it Ride,2,87,1,10,2040,2280,6183,No,41453,139251,207265,6,8,29842,1,24,15,10,6,3,3,Yes
3089,38,Married,Female,4,Technical Degree,2,3,Let it Ride,2,65,9,8,2136,1552,5099,No,65832,168007,329160,3,15,41877,4,11,15,9,4,1,4,Yes
3090,63,Married,Female,2,Technical Degree,2,46,Let it Ride,4,52,7,5,2579,1401,5289,No,45696,139438,228480,5,7,49104,10,26,10,0,3,1,4,Yes
3091,43,Married,Female,4,Technical Degree,4,45,Let it Ride,1,76,7,8,2706,1492,5277,No,72734,162042,363670,2,4,77820,2,16,7,8,0,3,1,Yes
3092,53,Married,Female,3,Technical Degree,2,30,Let it Ride,4,91,4,5,2569,1825,3644,No,60612,140749,303060,5,13,28139,5,24,11,0,6,3,3,Yes
3093,42,Married,Female,3,Technical Degree,4,29,Let it Ride,2,35,9,6,1738,1546,5437,No,63708,168282,318540,1,3,53972,4,17,11,10,6,2,1,Yes
3094,40,Married,Female,4,Technical Degree,1,25,Let it Ride,4,89,9,7,1902,1947,3483,No,73203,138585,366015,4,7,43728,1,22,0,8,10,3,2,Yes
3095,25,Married,Female,2,Technical Degree,3,16,Let it Ride,4,78,1,0,1899,1249,4979,No,61388,140424,306940,5,17,74005,4,12,10,0,5,1,2,Yes
3096,44,Married,Female,1,Technical Degree,3,39,Let it Ride,3,100,1,3,1329,2008,4803,No,61074,165592,305370,4,19,68176,3,10,8,9,10,1,3,Yes
3097,46,Married,Female,4,Technical Degree,4,4,Let it Ride,4,28,7,5,1908,2471,5013,No,46270,92540,92540,2,22,41140,2,2,12,7,9,3,3,Yes
3098,41,Married,Female,3,Technical Degree,1,35,Let it Ride,4,64,10,7,1666,2901,3670,No,71901,154476,359505,2,9,32335,3,18,5,5,10,4,3,Yes
3099,47,Married,Female,2,Technical Degree,4,24,Let it Ride,2,58,10,3,1884,1608,4614,No,64061,164190,320305,0,25,51024,7,18,9,2,7,2,4,Yes
3100,23,Married,Female,2,Technical Degree,3,20,Let it Ride,1,39,3,10,2893,2903,4290,No,62437,151144,312185,2,24,56851,8,11,3,10,5,2,4,Yes
3101,28,Married,Female,2,Technical Degree,2,1,Let it Ride,3,51,4,10,1535,2598,3425,No,56270,153916,281350,0,26,83951,1,12,6,4,1,2,2,Yes
3102,58,Married,Female,3,Technical Degree,3,5,Let it Ride,2,84,9,10,2232,2404,3182,No,54188,160449,270940,4,7,27302,10,15,2,4,6,3,2,Yes
3103,27,Married,Female,2,Technical Degree,5,43,Let it Ride,4,54,2,3,2673,2621,3667,No,71685,162714,358425,0,11,68638,6,7,12,9,9,2,4,Yes
3104,49,Married,Female,1,Technical Degree,3,22,Let it Ride,4,29,7,9,1195,1799,4833,No,50555,147751,252775,2,11,45290,6,18,1,4,9,2,1,Yes
3105,49,Married,Female,4,Technical Degree,3,22,Let it Ride,2,96,4,4,1477,1581,5261,No,47256,163563,236280,4,14,49783,5,6,5,2,0,2,4,Yes
3106,36,Married,Female,3,Technical Degree,2,46,Let it Ride,1,66,5,1,2233,2770,4580,No,57540,154667,172620,7,26,26311,5,3,8,10,2,4,3,Yes
3107,53,Married,Female,3,Technical Degree,1,42,Let it Ride,3,44,4,7,1635,1332,3345,No,51672,155304,258360,3,4,54128,6,6,11,9,4,4,2,Yes
3108,44,Married,Female,2,Technical Degree,1,32,Let it Ride,2,37,7,10,1033,1048,3797,No,71830,168808,359150,4,13,60898,3,21,12,2,4,2,3,Yes
3109,47,Married,Female,3,Technical Degree,2,49,Let it Ride,2,72,7,9,1386,2277,5841,No,78766,158283,393830,4,0,28684,8,12,12,6,5,3,2,Yes
3110,62,Married,Female,1,Technical Degree,2,49,Let it Ride,1,59,4,1,1598,2863,5285,No,77173,163400,385865,2,20,65933,9,17,14,0,6,1,1,Yes
3111,51,Married,Female,2,Technical Degree,5,27,Let it Ride,4,96,5,10,2376,2944,4592,No,41520,165053,207600,0,26,54723,10,9,12,9,4,3,2,Yes
3112,30,Married,Female,1,Technical Degree,1,34,Let it Ride,3,58,9,9,2347,1049,5749,No,48395,147373,241975,5,15,51368,5,25,4,2,4,3,1,Yes
3113,30,Married,Female,2,Technical Degree,5,49,Let it Ride,4,94,6,4,2889,1162,5808,No,65800,152232,329000,7,6,71193,6,13,2,8,6,4,4,Yes
3114,56,Married,Female,2,Technical Degree,1,39,Let it Ride,4,63,10,1,1490,2266,5926,No,72519,144930,362595,3,23,42367,10,5,2,7,2,2,3,Yes
3115,43,Married,Female,2,Technical Degree,3,2,Let it Ride,4,47,9,3,1356,1631,4735,No,55503,146255,277515,2,19,58277,10,24,12,10,5,3,2,Yes
3116,25,Married,Female,4,Technical Degree,3,4,Let it Ride,4,97,8,0,2769,1015,3853,No,55560,55560,55560,0,25,83232,6,1,10,4,2,4,4,Yes
3117,40,Married,Female,2,Technical Degree,2,1,Let it Ride,3,74,9,6,1210,2236,4445,No,75522,153281,377610,1,16,30358,7,20,9,4,0,2,4,Yes
3118,41,Married,Female,1,Technical Degree,1,48,Let it Ride,4,37,1,0,1817,1981,4442,No,47825,149191,239125,6,3,66743,8,12,15,9,3,3,3,Yes
3119,54,Married,Female,1,Technical Degree,4,24,Let it Ride,3,26,10,3,1569,1177,5682,No,71336,163507,356680,0,9,31476,3,9,12,10,8,2,2,Yes
3120,41,Married,Female,1,Technical Degree,3,13,Let it Ride,4,93,10,6,1588,2616,3556,No,70488,144077,352440,2,15,54134,2,21,4,8,0,2,1,Yes
3121,35,Married,Female,1,Technical Degree,5,49,Let it Ride,3,70,7,10,2475,2761,4126,No,76269,144485,381345,1,15,74422,3,8,7,9,10,1,2,Yes
3122,60,Married,Female,3,Technical Degree,5,19,Let it Ride,1,55,10,8,1430,2173,4298,No,75945,149936,379725,2,24,53470,2,16,14,9,2,1,1,Yes
3123,26,Married,Female,3,Technical Degree,1,36,Let it Ride,1,36,3,9,2031,1684,4663,No,70598,170675,352990,6,1,68067,3,21,13,9,0,1,2,Yes
3124,32,Married,Female,1,Technical Degree,5,18,Let it Ride,1,93,1,7,1618,1962,4945,No,71306,169213,356530,6,15,44994,5,18,12,10,9,4,3,Yes
3125,59,Married,Female,2,Technical Degree,5,44,Let it Ride,4,30,4,3,1631,2823,3151,No,64145,154500,320725,4,7,70040,5,11,2,7,0,3,3,Yes
3126,24,Married,Female,1,Technical Degree,4,12,Let it Ride,1,52,8,10,1571,2720,5989,No,72295,157348,361475,4,4,61511,6,15,8,5,5,1,2,Yes
3127,24,Married,Female,1,Technical Degree,5,30,Let it Ride,3,63,3,10,2890,1197,3139,No,70878,157484,354390,1,20,51472,8,15,10,6,6,4,1,Yes
3128,56,Married,Female,3,Technical Degree,4,2,Let it Ride,2,58,5,1,1681,2989,4067,No,47461,155482,237305,5,21,57719,3,19,13,1,6,1,2,Yes
3129,58,Married,Female,2,Technical Degree,1,6,Let it Ride,2,54,4,6,2539,2120,5323,No,52594,144639,262970,4,17,80487,2,12,15,5,2,4,3,Yes
3130,34,Married,Female,2,Technical Degree,4,23,Let it Ride,3,25,4,0,1732,2746,4109,No,49517,157170,247585,3,24,39931,2,5,1,10,5,1,1,Yes
3131,50,Married,Female,3,Technical Degree,3,21,Let it Ride,1,54,8,4,2738,1987,4270,No,61010,161035,305050,3,14,37770,10,25,14,9,1,1,1,Yes
3132,57,Married,Female,4,Technical Degree,4,36,Let it Ride,3,71,3,0,1969,2524,3376,No,40200,156908,201000,3,14,74925,2,24,0,4,9,4,2,Yes
3133,38,Married,Female,2,Technical Degree,4,46,Let it Ride,1,95,4,1,1057,2815,5864,No,79156,138571,395780,7,24,45963,6,15,10,5,3,1,3,Yes
3134,26,Married,Female,4,Technical Degree,1,30,Let it Ride,2,83,8,6,1151,1695,3357,No,56357,152583,281785,6,23,29746,6,11,5,5,10,3,4,Yes
3135,38,Married,Female,4,Technical Degree,3,19,Let it Ride,3,37,6,10,2136,1066,4571,No,54746,165247,273730,2,2,69504,2,10,12,3,1,4,3,Yes
3136,38,Married,Female,4,Technical Degree,1,35,Let it Ride,1,57,9,9,1069,1895,5633,No,79230,165823,396150,0,13,72044,8,16,3,3,5,3,3,Yes
3137,36,Married,Female,2,Technical Degree,3,13,Let it Ride,3,93,7,8,1675,2301,6044,No,60349,157033,241396,1,0,48187,9,4,14,8,7,3,1,Yes
3138,28,Married,Female,1,Technical Degree,3,18,Let it Ride,4,64,8,6,1190,1119,3555,No,78352,148682,391760,3,1,73765,4,11,8,7,9,3,2,Yes
3139,28,Married,Female,4,Technical Degree,3,17,Let it Ride,3,76,1,6,2633,1905,4106,No,59266,149956,296330,3,14,75573,2,24,5,7,2,3,4,Yes
3140,31,Married,Female,1,Technical Degree,4,2,Let it Ride,2,81,9,1,2000,1512,3812,No,54071,155875,270355,0,18,39961,4,13,2,6,7,4,3,Yes
3141,24,Married,Female,3,Technical Degree,1,15,Let it Ride,3,94,1,2,2158,1693,4582,No,47390,154873,236950,6,20,75669,5,18,5,9,0,4,2,Yes
3142,59,Married,Female,2,Technical Degree,4,21,Let it Ride,1,50,9,10,1469,1465,4455,No,60664,158657,303320,2,10,45899,10,19,2,6,5,1,3,Yes
3143,31,Married,Female,2,Technical Degree,1,11,Let it Ride,1,85,9,7,1311,2679,5784,No,64852,153397,324260,6,4,66198,7,17,2,4,6,3,1,Yes
3144,65,Married,Female,4,Technical Degree,5,8,Let it Ride,1,62,8,4,2442,1105,5721,No,70528,169047,352640,4,14,35277,10,26,8,6,4,4,4,Yes
3145,61,Married,Female,4,Technical Degree,3,7,Let it Ride,1,38,4,5,2483,2674,4140,No,64347,162182,321735,4,19,83659,2,14,14,7,8,4,1,Yes
3146,57,Married,Female,4,Technical Degree,5,49,Let it Ride,4,43,6,9,2709,1630,5537,No,72370,154075,361850,5,7,44034,7,12,9,0,0,4,3,Yes
3147,56,Married,Female,1,Technical Degree,4,39,Let it Ride,1,71,8,3,2436,1486,4196,No,45323,163745,135969,2,15,45614,4,3,0,5,2,4,4,Yes
3148,61,Married,Female,1,Technical Degree,4,35,Let it Ride,3,60,1,2,1762,2354,3126,No,48816,147889,244080,4,14,53195,3,21,11,4,6,2,1,Yes
3149,45,Married,Female,3,Technical Degree,1,12,Let it Ride,1,61,4,8,1533,2350,4844,No,44331,142316,221655,2,14,52747,4,7,0,10,9,1,3,Yes
3150,55,Married,Female,1,Technical Degree,5,48,Let it Ride,1,47,2,9,1964,2663,5877,No,59644,167397,298220,7,25,28133,1,11,12,6,8,2,3,Yes
3151,39,Married,Female,2,Technical Degree,1,41,Let it Ride,1,33,7,5,1185,1879,4700,No,48762,146563,243810,3,16,50963,6,13,6,6,10,1,2,Yes
3152,49,Married,Female,1,Technical Degree,4,36,Let it Ride,3,25,10,7,1281,2337,5533,No,71082,149448,355410,7,5,55960,9,23,15,4,1,3,4,Yes
3153,65,Married,Female,4,Technical Degree,3,7,Let it Ride,2,47,8,8,1490,1921,5937,No,44904,44904,44904,3,8,77745,2,1,10,9,3,2,2,Yes
3154,64,Married,Female,1,Technical Degree,2,38,Let it Ride,2,76,2,3,1020,1935,3677,No,76619,162670,383095,1,14,34233,7,13,14,8,10,1,2,Yes
3155,55,Married,Female,4,Technical Degree,4,33,Let it Ride,2,46,6,2,2198,2261,6095,No,59122,141521,295610,6,4,51928,7,10,13,10,7,3,1,Yes
3156,45,Married,Female,1,Technical Degree,4,47,Let it Ride,2,94,9,3,1994,1640,4593,No,48546,144652,242730,7,1,61032,5,22,4,7,8,3,3,Yes
3157,62,Married,Female,2,Technical Degree,1,21,Let it Ride,1,97,7,6,1335,2488,6192,No,58914,167768,294570,2,16,66825,10,19,7,10,10,2,1,Yes
3158,31,Married,Female,1,Technical Degree,3,45,Let it Ride,4,33,8,2,1130,1927,4704,No,62639,158411,313195,2,4,78915,7,19,3,6,6,1,2,Yes
3159,23,Married,Female,4,Technical Degree,2,10,Let it Ride,2,51,1,4,2736,1132,4132,No,64724,149017,323620,3,18,58797,6,14,7,10,6,3,3,Yes
3160,48,Married,Female,3,Technical Degree,1,45,Let it Ride,4,97,6,1,1743,1195,5904,No,66027,162429,330135,7,25,68683,10,15,10,7,4,1,2,Yes
3161,37,Married,Female,3,Technical Degree,2,44,Let it Ride,1,93,9,1,2140,2947,6237,No,50147,154170,250735,2,4,37591,4,10,12,2,1,2,4,Yes
3162,25,Married,Female,2,Technical Degree,4,17,Let it Ride,3,98,10,7,2203,1599,6152,No,56886,165098,284430,2,14,81322,10,19,9,7,8,4,4,Yes
3163,34,Married,Female,2,Technical Degree,1,31,Let it Ride,2,64,4,1,1885,2180,5609,No,77704,154863,310816,7,20,44944,3,4,9,0,10,1,4,Yes
3164,51,Married,Female,1,Technical Degree,2,48,Let it Ride,1,44,5,6,1866,1041,4009,No,43273,139289,129819,5,20,74481,7,3,0,6,9,2,4,Yes
3165,36,Married,Female,4,Technical Degree,1,17,Let it Ride,2,68,9,0,1451,2798,5211,No,61452,147684,307260,0,19,75509,7,22,15,2,8,1,4,Yes
3166,47,Married,Female,2,Technical Degree,5,35,Let it Ride,2,87,1,9,1784,1634,3126,No,76196,157237,380980,1,0,49444,7,19,13,8,0,4,4,Yes
3167,38,Married,Female,4,Technical Degree,2,16,Let it Ride,3,49,2,5,1419,2513,4604,No,54603,150971,273015,2,22,48159,6,24,4,4,8,2,4,Yes
3168,52,Married,Female,4,Technical Degree,4,8,Let it Ride,3,26,10,10,2781,1437,3594,No,78159,156318,156318,7,0,54297,7,2,9,10,7,1,4,Yes
3169,40,Married,Female,3,Technical Degree,1,16,Let it Ride,4,45,7,5,2763,1588,4799,No,76437,155054,382185,5,21,55688,8,26,7,4,9,1,1,Yes
3170,52,Married,Female,1,Technical Degree,2,23,Let it Ride,1,76,4,9,1667,2064,5283,No,55855,162513,279275,4,7,77202,6,16,5,2,0,4,4,Yes
3171,44,Married,Female,4,Technical Degree,1,35,Let it Ride,3,69,7,3,1531,2167,3989,No,63218,149794,316090,4,15,34503,7,12,0,10,6,3,2,Yes
3172,37,Married,Female,4,Technical Degree,4,26,Let it Ride,3,86,3,0,1086,1019,5165,No,45468,159123,227340,3,8,73604,4,24,9,2,4,2,1,Yes
3173,37,Married,Female,2,Technical Degree,1,38,Let it Ride,1,76,10,7,2637,1604,3231,No,57151,152317,285755,6,1,63250,1,5,9,10,1,4,4,Yes
3174,24,Married,Female,3,Technical Degree,5,1,Let it Ride,4,86,10,4,2312,2561,4356,No,48383,138972,241915,4,3,69263,9,10,10,8,2,1,4,Yes
3175,65,Married,Female,1,Technical Degree,5,8,Let it Ride,1,95,2,3,1964,1272,3642,No,53617,165671,268085,7,16,37895,10,22,1,10,3,1,1,Yes
3176,46,Married,Female,3,Technical Degree,5,7,Let it Ride,3,33,7,10,1394,2537,3859,No,78610,165611,393050,0,3,82367,3,18,7,8,7,1,3,Yes
3177,60,Married,Female,2,Technical Degree,1,40,Let it Ride,4,75,9,5,1029,1936,4446,No,48839,139914,244195,7,25,41659,7,11,12,10,9,1,1,Yes
3178,40,Married,Female,1,Technical Degree,1,6,Let it Ride,4,70,8,3,1590,2745,5494,No,52429,138367,262145,0,7,74969,3,6,5,4,7,2,4,Yes
3179,30,Married,Female,1,Technical Degree,4,46,Let it Ride,2,67,8,7,2202,1279,4090,No,73846,168447,369230,2,14,27119,10,22,2,0,7,3,3,Yes
3180,54,Married,Female,3,Technical Degree,2,6,Let it Ride,4,52,3,3,1119,1452,3877,No,70005,147271,350025,3,6,64491,3,5,15,0,10,3,2,Yes
3181,25,Married,Female,4,Technical Degree,1,47,Let it Ride,2,97,4,9,1790,1494,4868,No,52507,165558,262535,1,15,39112,7,7,11,1,1,3,4,Yes
3182,55,Married,Female,4,Technical Degree,4,26,Let it Ride,4,68,9,3,1749,2985,4167,No,74780,169946,299120,2,25,82430,3,4,13,0,6,1,3,Yes
3183,41,Married,Female,2,Technical Degree,2,15,Let it Ride,1,66,5,7,1799,1275,5929,No,55197,147000,275985,4,14,82751,1,22,14,1,10,4,4,Yes
3184,45,Married,Female,4,Technical Degree,3,17,Let it Ride,3,27,10,10,2191,2691,5570,No,41492,150875,207460,4,9,41121,8,15,10,2,3,4,1,Yes
3185,23,Married,Female,2,Technical Degree,2,49,Let it Ride,3,92,7,5,1027,1507,4108,No,66802,133604,133604,6,1,45820,10,2,12,0,8,2,2,Yes
3186,27,Married,Female,4,Technical Degree,4,1,Let it Ride,3,57,3,7,2731,2132,6221,No,57552,144618,287760,2,5,50265,1,7,9,0,2,4,3,Yes
3187,24,Married,Female,4,Technical Degree,5,20,Let it Ride,4,66,3,6,1705,1557,4437,No,75980,162574,379900,2,21,54900,4,7,10,5,1,2,1,Yes
3188,51,Married,Female,1,Technical Degree,4,45,Let it Ride,3,54,2,10,1420,1733,5000,No,51178,162499,204712,0,4,58864,4,4,10,6,8,1,3,Yes
3189,40,Married,Female,2,Technical Degree,1,11,Let it Ride,1,54,10,9,1496,2437,4415,No,78108,166857,390540,1,6,55901,4,21,1,4,0,3,1,Yes
3190,50,Married,Female,1,Technical Degree,2,14,Let it Ride,4,69,5,4,2423,2222,4371,No,45779,157328,228895,3,23,38911,6,24,1,0,4,4,1,Yes
3191,42,Married,Female,4,Technical Degree,2,36,Let it Ride,3,77,2,10,1955,2270,5881,No,56036,161619,280180,4,16,79866,3,20,2,1,0,4,1,Yes
3192,52,Married,Female,1,Technical Degree,4,13,Let it Ride,1,73,5,0,2844,2513,3174,No,79884,149434,399420,1,20,39403,7,25,6,7,0,1,2,Yes
3193,35,Married,Female,2,Technical Degree,5,41,Let it Ride,4,90,8,7,2014,2195,5339,No,46758,170325,233790,2,17,52599,10,24,5,0,6,1,4,Yes
3194,25,Married,Female,3,Technical Degree,2,45,Let it Ride,4,77,2,0,2739,1957,3352,No,69828,155484,349140,5,26,54146,6,10,1,4,3,2,4,Yes
3195,25,Married,Female,2,Technical Degree,5,35,Let it Ride,2,89,10,5,1681,2191,5651,No,77440,165289,387200,4,18,70846,5,23,6,4,1,4,4,Yes
3196,45,Married,Female,3,Technical Degree,4,44,Let it Ride,2,40,6,6,1773,1196,3742,No,54369,158993,271845,4,23,58209,6,13,12,9,9,2,3,Yes
3197,28,Married,Female,4,Technical Degree,3,41,Let it Ride,4,30,6,3,1888,1730,5992,No,67568,146034,337840,1,8,38359,3,7,4,10,9,2,3,Yes
3198,58,Married,Female,1,Technical Degree,2,20,Let it Ride,2,84,7,6,2773,1798,3593,No,71289,150700,356445,0,8,78671,3,10,9,5,2,1,2,Yes
3199,32,Married,Female,4,Technical Degree,3,41,Let it Ride,4,53,4,9,1677,1716,4129,No,61469,142895,307345,6,3,74210,6,6,13,5,7,3,3,Yes
3200,35,Married,Female,4,Technical Degree,1,11,Let it Ride,4,87,6,2,2624,1100,4743,No,64090,148112,320450,7,5,59984,9,10,7,3,6,1,3,Yes
