# OF EMPLOYEES,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition,Risk,Profit,riskNorm,profitNorm,R-Score
2440,48,Married,Female,1,Technical Degree,4,46,Let it Ride,2,76,4,10,1732,2513,4279,No,149232,307295,746160,6,8,37112,10,25,12,7,2,4,3,Yes,0.888539504,112120,0.889299106,0.916110371,0.814696134
2441,62,Married,Female,4,Technical Degree,3,27,Let it Ride,4,37,1,1,2267,1535,5084,No,110238,200208,551190,6,22,39602,2,18,13,0,7,3,2,Yes,0.017887651,70636,0.017902943,0.577152802,0.010332734
2442,37,Married,Female,1,Technical Degree,4,17,Let it Ride,1,38,4,7,2042,2583,5108,No,116177,221699,580885,4,8,58455,2,19,11,4,8,2,1,Yes,0.415365341,57722,0.415720432,0.471635059,0.196068331
2443,51,Married,Female,2,Technical Degree,3,27,Let it Ride,3,49,6,2,2861,1820,3885,No,97334,265235,486670,2,16,81417,6,26,15,0,9,3,1,Yes,0.813966766,15917,0.814662616,0.130054663,0.105950672
2444,47,Married,Female,3,Technical Degree,4,44,Let it Ride,4,97,10,9,2661,2207,3231,No,133889,253660,535556,7,20,36256,1,4,0,6,7,4,3,Yes,0.683364732,97633,0.683948932,0.797739956,0.545613391
2445,35,Married,Female,3,Technical Degree,5,33,Let it Ride,2,97,6,0,1837,1998,4373,No,100897,255539,504485,6,7,62096,10,7,15,1,9,2,2,Yes,0.223672988,38801,0.223864203,0.317035306,0.070972856
2446,47,Married,Female,2,Technical Degree,3,33,Let it Ride,3,53,8,10,2470,2369,4789,No,83130,208791,415650,0,1,58997,4,12,9,6,10,3,4,Yes,0.238308402,24133,0.238512129,0.197185976,0.047031247
2447,42,Married,Female,2,Technical Degree,5,14,Let it Ride,1,50,2,0,2594,1475,4418,No,134393,291257,671965,5,13,69665,5,23,9,5,4,4,4,Yes,0.681913083,64728,0.682496042,0.528879701,0.360958303
2448,29,Married,Female,4,Technical Degree,4,4,Let it Ride,2,27,9,6,1872,1454,6182,No,87525,262014,437625,7,22,35700,8,20,11,5,8,3,2,Yes,0.39480668,51825,0.395144195,0.423451837,0.167324536
2449,43,Married,Female,4,Technical Degree,5,24,Let it Ride,2,56,8,8,2882,2577,3296,No,106985,318683,534925,4,11,28197,7,16,2,0,1,2,4,Yes,0.085089712,78788,0.085162455,0.643761184,0.054824283
2450,52,Married,Female,4,Technical Degree,2,9,Let it Ride,1,91,6,8,1471,1247,6124,No,100427,311535,502135,3,15,50514,2,11,11,0,0,4,4,Yes,0.951673326,49913,0.9524869,0.407829263,0.38845203
2451,26,Married,Female,1,Technical Degree,3,17,Let it Ride,3,57,2,0,1219,2880,5218,No,97626,321212,488130,4,10,79614,5,17,0,6,10,3,1,Yes,0.815931115,18012,0.816628645,0.147172494,0.120185274
2452,54,Married,Female,3,Technical Degree,4,50,Let it Ride,3,85,4,8,1731,2010,4092,No,132307,317574,661535,7,10,70763,2,5,8,7,3,2,4,Yes,0.963990743,61544,0.964814847,0.502863866,0.485170524
2453,27,Married,Female,1,Technical Degree,1,23,Let it Ride,3,71,8,4,2966,1921,3917,No,86788,260472,433940,7,12,44437,10,23,13,5,2,3,1,Yes,0.638422964,42351,0.638968745,0.346041655,0.221109802
2454,46,Married,Female,3,Technical Degree,4,48,Let it Ride,4,64,4,4,1610,1326,5518,No,120104,286480,600520,2,18,80630,1,23,1,9,5,4,2,Yes,0.572465261,39474,0.572954655,0.322534256,0.184797503
2455,64,Married,Female,2,Technical Degree,3,42,Let it Ride,2,27,5,10,1184,2444,4683,No,120165,268781,600825,7,18,53496,5,16,5,1,6,1,1,Yes,0.863501372,66669,0.864239569,0.544739229,0.470785197
2456,43,Married,Female,2,Technical Degree,2,22,Let it Ride,1,65,9,1,1653,1761,3922,No,128056,321371,640280,5,9,30356,4,17,5,3,1,3,1,Yes,0.261786615,97700,0.262010413,0.7982874,0.209159611
2457,61,Married,Female,2,Technical Degree,3,8,Let it Ride,2,57,8,5,1934,2383,3911,No,120588,278927,602940,3,6,73605,5,11,0,2,0,2,3,Yes,0.052726319,46983,0.052771394,0.383888812,0.020258348
2458,41,Married,Female,1,Technical Degree,4,20,Let it Ride,2,34,4,0,2235,1239,3354,No,114327,228654,228654,3,18,28225,4,2,5,9,0,1,3,Yes,0.357592327,86102,0.357898029,0.703522433,0.251789292
2459,45,Married,Female,1,Technical Degree,2,3,Let it Ride,2,72,9,5,1272,1656,3693,No,100245,232079,501225,6,25,58947,10,5,11,6,2,3,4,Yes,0.028926802,41298,0.028951531,0.3374378,0.009769341
2460,39,Married,Female,4,Technical Degree,3,14,Let it Ride,2,62,4,8,1042,1347,5268,No,139429,266038,697145,3,26,63002,8,12,14,9,1,4,1,Yes,0.542562586,76427,0.543026416,0.624469919,0.339103662
2461,35,Married,Female,1,Technical Degree,4,32,Let it Ride,4,32,1,7,2615,1185,4454,No,95255,225290,285765,6,23,67221,3,3,14,0,2,3,1,Yes,0.619493936,28034,0.620023534,0.229060276,0.142022762
2462,29,Married,Female,3,Technical Degree,3,3,Let it Ride,3,68,1,3,2194,2754,5678,No,127164,337192,635820,5,16,31570,2,14,0,3,6,3,1,Yes,0.748247976,95594,0.748887644,0.78107969,0.584940929
2463,64,Married,Female,3,Technical Degree,2,16,Let it Ride,1,83,5,0,2867,1044,4710,No,126626,227217,633130,6,26,50662,3,18,15,3,2,4,4,Yes,0.678164209,75964,0.678743964,0.620686838,0.421287445
2464,50,Married,Female,2,Technical Degree,4,12,Let it Ride,2,88,3,6,2352,2936,3187,No,121331,343447,606655,2,9,80544,3,7,6,3,10,3,2,Yes,0.861520295,40787,0.862256799,0.33326252,0.287357873
2465,56,Married,Female,3,Technical Degree,4,22,Let it Ride,4,26,10,0,2999,1142,3299,No,91940,283086,459700,6,5,53322,4,17,1,3,7,4,3,Yes,0.877267343,38618,0.878017308,0.315540049,0.277049625
2466,53,Married,Female,1,Technical Degree,5,19,Let it Ride,4,97,2,6,1690,2560,4619,No,94887,317209,474435,6,0,47784,4,12,14,2,10,2,1,Yes,0.786194806,47103,0.786866915,0.384869308,0.302840925
2467,62,Married,Female,2,Technical Degree,2,4,Let it Ride,1,34,2,0,2398,1617,4981,No,119582,119582,119582,6,14,83093,9,1,5,7,10,3,3,Yes,0.888894089,36489,0.889653993,0.298144411,0.265245366
2468,33,Married,Female,2,Technical Degree,2,41,Let it Ride,4,52,10,5,1027,2957,3225,No,120655,208069,603275,1,8,56119,6,7,1,5,10,2,4,Yes,0.683090242,64536,0.683674208,0.527310907,0.360508867
2469,43,Married,Female,1,Technical Degree,5,41,Let it Ride,2,34,1,4,1708,1675,3430,No,116006,232012,232012,2,1,41903,3,2,7,9,9,3,3,Yes,0.845766969,74103,0.846490005,0.605480974,0.512533593
2470,50,Married,Female,1,Technical Degree,4,3,Let it Ride,4,25,5,6,2692,1510,5365,No,127203,327878,636015,0,22,34677,3,25,1,1,6,4,2,Yes,0.265696293,92526,0.265923434,0.756011668,0.201041219
2471,51,Married,Female,3,Technical Degree,2,9,Let it Ride,2,65,2,8,1184,1964,4023,No,100231,270542,501155,2,20,38374,10,14,9,10,10,3,2,Yes,0.880321252,61857,0.881073828,0.505421327,0.445313504
2472,59,Married,Female,4,Technical Degree,1,16,Let it Ride,4,43,4,2,2251,2476,4852,No,127690,315030,638450,0,6,74204,10,17,7,9,6,2,3,Yes,0.73246268,53486,0.733088853,0.43702354,0.320377086
2473,53,Married,Female,2,Technical Degree,2,38,Let it Ride,4,98,6,9,2342,1299,3651,No,88823,233520,444115,2,24,61617,2,17,6,10,2,4,2,Yes,0.812172509,27206,0.812866826,0.222294852,0.18069611
2474,24,Married,Female,4,Technical Degree,5,22,Let it Ride,2,98,1,4,2925,2034,5683,No,93886,230974,469430,0,9,80883,7,10,0,4,2,1,1,Yes,0.741830504,13003,0.742464686,0.106244944,0.078883119
2475,61,Married,Female,1,Technical Degree,2,33,Let it Ride,3,39,1,8,1703,1759,5303,No,105709,224202,528545,4,13,33574,5,22,8,5,2,4,3,Yes,0.975353627,72135,0.976187445,0.589400835,0.575365695
2476,60,Married,Female,2,Technical Degree,3,13,Let it Ride,1,33,5,4,1678,1892,6013,No,85755,286245,428775,0,22,78467,5,17,6,1,10,3,4,Yes,0.24994,7288,0.250153671,0.059548808,0.014896353
2477,32,Married,Female,2,Technical Degree,2,21,Let it Ride,1,40,4,10,2932,2728,5958,No,129893,261676,649465,2,4,61354,6,18,10,10,10,4,4,Yes,0.979391865,68539,0.980229135,0.560018629,0.548946577
2478,60,Married,Female,3,Technical Degree,4,14,Let it Ride,4,76,7,4,2464,2059,3558,No,105582,218669,527910,2,26,30923,9,22,7,7,9,2,2,Yes,0.293326822,74659,0.293577584,0.61002394,0.179089355
2479,52,Married,Female,3,Technical Degree,1,34,Let it Ride,4,54,3,6,2751,2669,5111,No,114780,243449,573900,0,26,41381,1,23,13,1,10,4,1,Yes,0.914039203,73399,0.914820604,0.599728729,0.548644198
2480,62,Married,Female,2,Technical Degree,2,21,Let it Ride,1,28,9,3,1138,2784,4500,No,105727,217279,528635,5,12,32323,4,6,10,2,2,4,4,Yes,0.156758125,73404,0.156892136,0.599769583,0.094099131
2481,47,Married,Female,3,Technical Degree,5,19,Let it Ride,2,84,10,5,2376,2350,3608,No,137832,347014,689160,5,21,29309,1,13,1,0,9,4,1,Yes,0.387945215,108523,0.388276865,0.886719995,0.34429286
2482,63,Married,Female,4,Technical Degree,3,42,Let it Ride,4,33,8,4,2342,2113,3601,No,143731,206514,718655,5,16,58673,4,20,7,1,3,2,3,Yes,0.683884862,85058,0.684469507,0.694992115,0.47570091
2483,54,Married,Female,4,Technical Degree,3,14,Let it Ride,3,43,2,1,1597,1156,6071,No,114859,281604,574295,7,19,38677,8,18,2,8,1,4,3,Yes,0.473057747,76182,0.473462159,0.622468073,0.294715077
2484,50,Married,Female,3,Technical Degree,5,43,Let it Ride,2,99,7,1,1874,2676,4487,No,119002,219433,357006,7,16,54995,1,3,7,2,8,2,1,Yes,0.31645404,64007,0.316724573,0.522988553,0.165643326
2485,49,Married,Female,3,Technical Degree,3,31,Let it Ride,3,92,9,5,2762,1699,4000,No,112007,253217,560035,6,17,62524,10,11,9,5,8,1,3,Yes,0.90705142,49483,0.907826847,0.404315818,0.367048754
2486,37,Married,Female,1,Technical Degree,2,23,Let it Ride,4,86,1,8,2552,1861,6042,No,100468,289850,502340,0,18,26651,5,24,7,2,7,2,4,Yes,0.398004163,73817,0.398344412,0.603144125,0.240259092
2487,24,Married,Female,3,Technical Degree,3,19,Let it Ride,2,72,10,6,1074,2357,3217,No,86586,231104,346344,1,25,82782,9,4,14,1,5,3,2,Yes,0.683430543,3804,0.6840148,0.031081733,0.021260365
2488,35,Married,Female,1,Technical Degree,1,21,Let it Ride,3,100,1,7,2418,1355,4401,No,89993,287179,449965,0,2,80377,1,5,14,3,0,2,1,Yes,0.147628355,9616,0.147754561,0.078570436,0.01160914
2489,50,Married,Female,3,Technical Degree,4,40,Let it Ride,4,38,5,3,2838,2174,3331,No,147228,225300,736140,0,15,47312,9,11,10,8,5,2,1,Yes,0.828343903,99916,0.829052044,0.816393898,0.67683303
2490,50,Married,Female,4,Technical Degree,2,1,Let it Ride,4,53,7,8,1917,2431,5943,No,111266,333812,556330,4,21,62496,8,9,1,3,10,1,2,Yes,0.888606939,48770,0.889366599,0.398490036,0.354403728
2491,31,Married,Female,3,Technical Degree,3,9,Let it Ride,1,81,1,4,2079,2199,5409,No,89876,232460,449380,4,9,66420,10,10,4,2,1,1,4,Yes,0.452734741,23456,0.453121778,0.191654342,0.086842756
2492,56,Married,Female,1,Technical Degree,1,17,Let it Ride,4,87,1,3,1273,2464,3565,No,80087,232093,400435,4,23,52651,1,5,13,8,3,1,2,Yes,0.490445771,27436,0.490865048,0.224174136,0.110039248
2493,43,Married,Female,1,Technical Degree,2,1,Let it Ride,1,42,6,4,2731,2093,5713,No,102701,270592,513505,5,19,70162,6,17,14,7,1,2,4,Yes,0.392633421,32539,0.392969079,0.265869741,0.104478587
2494,31,Married,Female,3,Technical Degree,1,16,Let it Ride,4,49,1,3,2728,1923,5300,No,146868,280147,734340,2,0,75195,4,11,12,9,10,1,2,Yes,0.973798448,71673,0.974630936,0.585625924,0.570769143
2495,34,Married,Female,2,Technical Degree,3,17,Let it Ride,4,26,1,2,2763,2693,4986,No,94631,347877,473155,6,21,53734,8,17,11,8,6,1,1,Yes,0.598471752,40897,0.598983378,0.334161308,0.200157069
2496,61,Married,Female,2,Technical Degree,5,48,Let it Ride,1,78,6,1,2392,1436,4409,No,101653,254948,508265,7,2,82483,2,8,12,7,8,4,3,Yes,0.171365965,19170,0.171512464,0.156634283,0.026864732
2497,65,Married,Female,4,Technical Degree,3,26,Let it Ride,3,82,8,9,1395,1441,4227,No,97861,230859,489305,4,13,47232,2,16,12,10,4,4,3,Yes,0.195708881,50629,0.195876191,0.413679557,0.081029976
2498,40,Married,Female,4,Technical Degree,1,32,Let it Ride,4,85,10,2,2094,1079,4511,No,144165,273613,720825,6,8,40103,3,17,13,8,7,3,2,Yes,0.809137816,104062,0.809829538,0.850270045,0.688573798
2499,54,Married,Female,3,Technical Degree,5,46,Let it Ride,1,34,5,2,1654,1659,3813,No,131839,298016,659195,1,0,34663,1,25,9,4,7,4,1,Yes,0.466464819,97176,0.466863595,0.794005899,0.370692448
2500,39,Married,Female,1,Technical Degree,3,44,Let it Ride,1,32,2,5,2754,2573,3532,No,119585,340442,597925,7,19,30428,8,25,11,3,6,4,4,Yes,0.946368422,89157,0.947177461,0.728484234,0.690003848
2501,65,Married,Female,4,Technical Degree,5,24,Let it Ride,3,38,1,4,2362,1850,6197,No,135758,265678,678790,2,23,45090,10,12,13,7,1,4,3,Yes,0.771080273,90668,0.77173946,0.740830317,0.571727989
2502,43,Married,Female,2,Technical Degree,1,22,Let it Ride,2,46,3,8,2360,1247,5795,No,114591,200932,572955,4,21,44721,1,18,3,6,6,1,2,Yes,0.211583649,69870,0.211764529,0.570893967,0.120895092
2503,32,Married,Female,2,Technical Degree,3,32,Let it Ride,4,55,9,1,1332,2097,5793,No,146033,285623,730165,1,25,39014,9,5,11,5,0,1,2,Yes,0.224239943,107019,0.224431644,0.874431108,0.196250011
2504,50,Married,Female,3,Technical Degree,5,49,Let it Ride,1,61,2,0,1868,2600,3967,No,118235,292320,591175,1,1,47270,1,9,13,2,3,3,2,Yes,0.763336699,70965,0.763989267,0.579840996,0.442992297
2505,58,Married,Female,2,Technical Degree,2,46,Let it Ride,1,30,3,1,2709,2980,4026,No,119773,310390,359319,2,22,81397,8,3,3,9,5,4,3,Yes,0.647938353,38376,0.648492268,0.313562715,0.203342996
2506,48,Married,Female,4,Technical Degree,4,11,Let it Ride,2,44,5,10,2835,2261,5518,No,149105,242575,745525,3,9,46927,4,20,8,0,0,1,4,Yes,0.449780312,102178,0.450164824,0.834876253,0.375831922
2507,64,Married,Female,1,Technical Degree,1,16,Let it Ride,2,32,2,9,1763,2081,4495,No,141653,213132,708265,1,24,61743,2,12,13,7,8,2,3,Yes,0.892247158,79910,0.89300993,0.652928824,0.583071923
2508,26,Married,Female,2,Technical Degree,1,1,Let it Ride,2,66,4,4,1388,2178,6121,No,92342,307426,461710,4,7,35411,3,11,15,8,2,3,4,Yes,0.242650473,56931,0.242857912,0.465171955,0.11297069
2509,46,Married,Female,3,Technical Degree,1,24,Let it Ride,1,85,8,1,2517,2921,4642,No,84519,302554,422595,1,7,45476,7,8,8,10,0,4,2,Yes,0.878663637,39043,0.879414796,0.31901264,0.280544436
2510,31,Married,Female,2,Technical Degree,5,18,Let it Ride,4,81,9,8,2149,1498,5053,No,89911,294760,449555,5,6,68495,6,13,8,3,1,4,3,Yes,0.398791289,21416,0.39913221,0.174985905,0.069842511
2511,48,Married,Female,2,Technical Degree,2,49,Let it Ride,3,31,5,2,1313,2955,3310,No,111044,298865,555220,6,16,39252,8,16,9,8,9,3,2,Yes,0.835909458,71792,0.836624067,0.58659825,0.490762213
2512,26,Married,Female,4,Technical Degree,3,34,Let it Ride,4,95,6,6,1985,1939,6001,No,138767,269503,693835,7,7,78285,5,19,11,9,9,2,3,Yes,0.227589951,60482,0.227784515,0.494186474,0.112568027
2513,28,Married,Female,2,Technical Degree,1,43,Let it Ride,2,30,7,8,1499,2722,3776,No,136763,325353,683815,6,3,69279,6,16,1,2,8,1,3,Yes,0.495546338,67484,0.495969975,0.551398433,0.273477067
2514,27,Married,Female,4,Technical Degree,3,36,Let it Ride,4,88,2,7,2786,1623,4128,No,114955,259421,574775,3,6,31020,7,6,14,3,1,1,3,Yes,0.210360188,83935,0.210540022,0.685816304,0.14439178
2515,60,Married,Female,3,Technical Degree,5,38,Let it Ride,3,99,4,8,2794,2242,4336,No,125892,223564,629460,1,9,60662,3,19,8,3,6,2,2,Yes,0.049105781,65230,0.049147761,0.532981444,0.026194845
2516,46,Married,Female,1,Technical Degree,5,11,Let it Ride,4,31,5,3,1531,1056,3881,No,83133,218011,415665,2,7,79568,2,20,9,5,2,3,3,Yes,0.429431228,3565,0.429798343,0.029128911,0.012519558
2517,35,Married,Female,2,Technical Degree,5,20,Let it Ride,2,27,3,4,2150,2174,3392,No,114382,277430,571910,4,13,80946,7,23,10,9,7,3,2,Yes,0.584026942,33436,0.584526219,0.273198951,0.15969195
2518,31,Married,Female,2,Technical Degree,4,4,Let it Ride,4,71,2,2,1255,2012,3960,No,122217,224522,611085,0,24,79532,10,18,11,6,6,2,2,Yes,0.721207879,42685,0.721824431,0.348770703,0.251751214
2519,43,Married,Female,3,Technical Degree,3,3,Let it Ride,1,79,10,10,2494,1948,4616,No,91674,305106,458370,2,25,54924,6,10,10,5,5,2,1,Yes,0.51318068,36750,0.513619392,0.30027699,0.154228085
2520,30,Married,Female,4,Technical Degree,1,3,Let it Ride,3,43,5,4,1899,2094,5864,No,111530,235713,557650,6,22,28229,6,20,1,2,6,2,2,Yes,0.822940196,83301,0.823643718,0.680636015,0.560601578
2521,45,Married,Female,1,Technical Degree,1,41,Let it Ride,2,34,7,1,2690,2881,5440,No,84294,300408,337176,2,12,60411,1,4,8,8,5,3,2,Yes,0.927821058,23883,0.928614241,0.195143275,0.181212824
2522,61,Married,Female,4,Technical Degree,5,24,Let it Ride,3,31,1,7,1793,2575,5943,No,106504,253314,532520,7,9,45410,4,23,12,3,2,2,3,Yes,0.298066228,61094,0.298321041,0.499187005,0.148917987
2523,64,Married,Female,4,Technical Degree,5,35,Let it Ride,1,91,6,1,1225,2482,3832,No,107660,285818,538300,5,7,58679,8,26,1,2,4,2,3,Yes,0.168960358,48981,0.1691048,0.400214075,0.067678121
2524,46,Married,Female,4,Technical Degree,1,49,Let it Ride,2,64,5,4,1589,2827,3580,No,90523,240924,362092,2,12,42371,1,4,6,10,10,2,4,Yes,0.339806319,48152,0.340096816,0.39344048,0.133807854
2525,24,Married,Female,4,Technical Degree,5,41,Let it Ride,4,79,1,7,1435,2709,5543,No,128619,222827,643095,6,10,77392,1,22,3,7,1,2,1,Yes,0.757368193,51227,0.758015658,0.418565697,0.317279352
2526,43,Married,Female,3,Technical Degree,4,23,Let it Ride,1,93,8,10,2110,1896,4133,No,82091,312697,410455,5,23,30804,4,10,14,2,3,3,2,Yes,0.756400902,51287,0.757047541,0.419055945,0.317245273
2527,61,Married,Female,4,Technical Degree,2,44,Let it Ride,1,60,7,0,1027,2627,3485,No,85086,290326,425430,5,8,26723,2,19,0,7,0,3,3,Yes,0.808927444,58363,0.809618987,0.476872544,0.386085065
2528,56,Married,Female,2,Technical Degree,1,19,Let it Ride,4,29,8,1,1960,2687,5343,No,92444,297603,462220,4,25,57659,8,24,9,8,3,1,4,Yes,0.632202549,34785,0.632743012,0.284221363,0.179839081
2529,27,Married,Female,2,Technical Degree,1,41,Let it Ride,4,26,7,10,2071,1900,5049,No,130920,307953,523680,5,9,36047,8,4,1,7,10,2,2,Yes,0.328873522,94873,0.329154672,0.775188541,0.25515693
2530,50,Married,Female,2,Technical Degree,5,48,Let it Ride,2,70,4,0,1218,2492,3990,No,109041,281535,545205,5,12,64582,5,8,14,2,3,4,4,Yes,0.26912709,44459,0.269357163,0.363265706,0.09784822
2531,48,Married,Female,3,Technical Degree,5,11,Let it Ride,3,83,8,9,2684,2748,3326,No,105465,315981,527325,7,4,30437,2,20,15,0,8,1,1,Yes,0.018890553,75028,0.018906703,0.613038967,0.011590546
2532,54,Married,Female,2,Technical Degree,5,40,Let it Ride,1,68,7,4,1218,2699,3275,No,147874,329694,739370,5,22,42907,10,13,11,2,5,2,3,Yes,0.799482647,104967,0.800166115,0.857664621,0.686274168
2533,56,Married,Female,3,Technical Degree,3,17,Let it Ride,2,76,6,8,2766,2900,4722,No,109114,320139,545570,4,9,57412,5,5,3,5,4,4,2,Yes,0.360279307,51702,0.360587305,0.422446829,0.152328963
2534,23,Married,Female,3,Technical Degree,3,46,Let it Ride,2,45,6,7,2912,1158,3983,No,96223,289808,481115,2,23,59003,1,8,15,9,3,2,2,Yes,0.516109207,37220,0.516550423,0.304117267,0.157091903
2535,33,Married,Female,4,Technical Degree,2,41,Let it Ride,4,42,4,5,1101,1433,5246,No,107239,327189,536195,5,24,72847,7,20,6,5,0,1,2,Yes,0.975205267,34392,0.976038959,0.281010238,0.27427694
2536,24,Married,Female,3,Technical Degree,1,4,Let it Ride,2,28,4,4,2397,2786,4133,No,141080,282160,282160,6,20,82733,9,2,14,1,5,1,4,Yes,0.381094403,58347,0.381420196,0.476741811,0.181838955
2537,51,Married,Female,3,Technical Degree,1,27,Let it Ride,2,54,1,0,1080,1766,6013,No,96247,302433,481235,1,15,68408,2,11,6,5,6,1,2,Yes,0.043463809,27839,0.043500965,0.22746697,0.009895033
2538,45,Married,Female,3,Technical Degree,5,23,Let it Ride,3,90,5,5,2597,1265,5218,No,125791,217150,628955,2,3,80355,5,7,13,1,6,1,1,Yes,0.420725034,45436,0.421084707,0.37124858,0.1563271
2539,42,Married,Female,2,Technical Degree,1,6,Let it Ride,3,44,6,2,2304,1173,3816,No,108655,293223,543275,3,25,49264,4,22,15,9,7,2,2,Yes,0.002716946,59391,0.002719269,0.485272129,0.001319585
2540,46,Married,Female,3,Technical Degree,3,49,Let it Ride,1,91,9,0,1685,1856,6174,No,144079,205192,720395,3,22,67479,10,7,4,1,9,3,3,Yes,0.474387938,76600,0.474793487,0.625883468,0.297165394
2541,29,Married,Female,2,Technical Degree,4,17,Let it Ride,2,58,7,2,1289,2320,4904,No,97457,345796,487285,2,10,41964,10,6,11,0,9,4,2,Yes,0.497794215,55493,0.498219773,0.453422341,0.225903976
2542,58,Married,Female,3,Technical Degree,1,8,Let it Ride,1,34,10,6,2964,2359,3181,No,99157,349474,495785,4,26,77313,3,12,9,5,0,1,4,Yes,0.05494523,21844,0.054992202,0.178483009,0.009815174
2543,50,Married,Female,3,Technical Degree,3,22,Let it Ride,4,57,4,2,2109,2007,5604,No,135775,337719,678875,3,22,35854,7,21,13,2,5,3,1,Yes,0.70089494,99921,0.701494127,0.816434752,0.572724183
2544,47,Married,Female,1,Technical Degree,3,46,Let it Ride,4,97,1,0,1006,2745,4668,No,82697,322058,413485,0,18,42432,2,22,13,4,2,1,1,Yes,0.83671823,40265,0.83743353,0.328997361,0.275513421
2545,45,Married,Female,2,Technical Degree,2,22,Let it Ride,2,90,2,5,1668,2366,5865,No,97200,311463,486000,5,7,82826,1,17,6,1,4,3,1,Yes,0.773973965,14374,0.774635626,0.117447114,0.090978719
2546,58,Married,Female,1,Technical Degree,2,33,Let it Ride,1,69,10,1,2403,1559,5057,No,144154,288000,720770,0,16,77553,9,17,14,4,9,1,3,Yes,0.296895523,66601,0.297149335,0.544183614,0.161703799
2547,34,Married,Female,2,Technical Degree,5,13,Let it Ride,4,76,6,7,2866,1404,5278,No,125397,226068,626985,1,10,42386,2,9,15,9,9,4,4,Yes,0.934741113,83011,0.935540212,0.678266483,0.634545569
2548,43,Married,Female,3,Technical Degree,4,5,Let it Ride,3,37,8,2,1330,1374,5581,No,119172,298298,595860,1,7,68916,6,23,14,4,3,2,1,Yes,0.352006254,50256,0.35230718,0.410631848,0.144668548
2549,63,Married,Female,1,Technical Degree,1,46,Let it Ride,4,69,3,6,2213,1769,3629,No,135220,245947,676100,0,15,62373,10,12,2,5,6,3,2,Yes,0.648311395,72847,0.648865629,0.595218446,0.386216791
2550,29,Married,Female,1,Technical Degree,4,40,Let it Ride,1,90,10,10,1643,2645,4787,No,109365,242343,546825,7,4,36370,7,8,11,2,7,1,3,Yes,0.932650122,72995,0.933447433,0.596427725,0.556733929
2551,38,Married,Female,2,Technical Degree,1,11,Let it Ride,2,51,1,6,2152,2382,5910,No,129810,238430,649050,3,23,70020,2,16,11,9,5,2,4,Yes,0.692817213,59790,0.693409495,0.488532279,0.338752921
2552,32,Married,Female,3,Technical Degree,1,13,Let it Ride,3,74,7,5,1562,1179,4034,No,81088,282624,405440,7,10,60539,5,19,13,8,7,1,2,Yes,0.220637723,20549,0.220826344,0.16790182,0.037077145
2553,45,Married,Female,3,Technical Degree,4,35,Let it Ride,2,94,3,0,1871,2775,5855,No,140066,325214,700330,1,3,45126,4,26,2,6,7,3,1,Yes,0.569240013,94940,0.569726649,0.775735985,0.441957463
2554,32,Married,Female,4,Technical Degree,4,2,Let it Ride,1,68,1,7,1916,1499,4724,No,136341,269377,681705,6,1,74498,10,25,10,1,10,3,4,Yes,0.509387314,61843,0.509822783,0.505306936,0.257616988
